dataset;method;score
bpic2015_1_f2;single_laststate_xgboost;0.7181138802277631
bpic2015_1_f2;state_agg_catboost;0.7479669491105064
bpic2015_1_f2;state_agg_logit;0.6942596653915344
bpic2015_1_f2;state_agg_rf;0.7822850959914371
bpic2015_1_f2;state_agg_svm;0.6211665639349205
bpic2015_1_f2;state_agg_xgboost;0.8008988324895464
bpic2015_1_f2;state_laststate_catboost;0.7331744164810112
bpic2015_1_f2;state_laststate_logit;0.72470566007818
bpic2015_1_f2;state_laststate_rf;0.7551780349578359
bpic2015_1_f2;state_laststate_svm;0.6167811705700436
bpic2015_1_f2;state_laststate_xgboost;0.752564491915891
bpic2015_2_f2;cluster_agg_catboost;0.9899845916795068
bpic2015_2_f2;cluster_agg_logit;0.8671032357473034
bpic2015_2_f2;cluster_agg_rf;0.9992295839753468
bpic2015_2_f2;cluster_agg_svm;0.6706471494607088
bpic2015_2_f2;cluster_agg_xgboost;0.8258859784283513
bpic2015_2_f2;cluster_laststate_catboost;0.8482280431432974
bpic2015_2_f2;cluster_laststate_logit;0.6856702619414484
bpic2015_2_f2;cluster_laststate_rf;0.8667180277349769
bpic2015_2_f2;cluster_laststate_svm;0.5589368258859784
bpic2015_2_f2;cluster_laststate_xgboost;0.8474576271186441
bpic2015_2_f2;prefix_agg_catboost;0.9433744221879814
bpic2015_2_f2;prefix_agg_logit;0.8540061633281972
bpic2015_2_f2;prefix_agg_rf;1.0
bpic2015_2_f2;prefix_agg_svm;0.5
bpic2015_2_f2;prefix_agg_xgboost;0.9992295839753468
bpic2015_2_f2;prefix_index_catboost;0.7307692307692308
bpic2015_2_f2;prefix_index_logit;0.6867692307692307
bpic2015_2_f2;prefix_index_rf;0.7440000000000001
bpic2015_2_f2;prefix_index_svm;0.684
bpic2015_2_f2;prefix_index_xgboost;0.6375384615384616
bpic2015_2_f2;prefix_laststate_catboost;0.850924499229584
bpic2015_2_f2;prefix_laststate_logit;0.7176425269645608
bpic2015_2_f2;prefix_laststate_rf;0.9235362095531587
bpic2015_2_f2;prefix_laststate_svm;0.5042372881355932
bpic2015_2_f2;prefix_laststate_xgboost;0.8459167950693375
bpic2015_2_f2;single_agg_catboost;0.8917565485362096
bpic2015_2_f2;single_agg_logit;0.8536209553158705
bpic2015_2_f2;single_agg_rf;1.0
bpic2015_2_f2;single_agg_svm;0.5
bpic2015_2_f2;single_agg_xgboost;0.9992295839753468
bpic2015_2_f2;single_laststate_catboost;0.8805855161787365
bpic2015_2_f2;single_laststate_logit;0.7403697996918336
bpic2015_2_f2;single_laststate_rf;0.9198767334360557
bpic2015_2_f2;single_laststate_svm;0.5
bpic2015_2_f2;single_laststate_xgboost;0.9110169491525425
bpic2015_2_f2;state_agg_catboost;0.8474576271186439
bpic2015_2_f2;state_agg_logit;0.8647919876733435
bpic2015_2_f2;state_agg_rf;0.8466872110939907
bpic2015_2_f2;state_agg_svm;0.7043528505392912
bpic2015_2_f2;state_agg_xgboost;0.8565100154083204
bpic2015_2_f2;state_laststate_catboost;0.8289676425269645
bpic2015_2_f2;state_laststate_logit;0.8717257318952234
bpic2015_2_f2;state_laststate_rf;0.812788906009245
bpic2015_2_f2;state_laststate_svm;0.7147534668721109
bpic2015_2_f2;state_laststate_xgboost;0.8565100154083204
bpic2015_3_f2;cluster_agg_catboost;0.6008593396653098
bpic2015_3_f2;cluster_agg_logit;0.6005578169757274
bpic2015_3_f2;cluster_agg_rf;0.6468415498266246
bpic2015_3_f2;cluster_agg_svm;0.5237826021408111
bpic2015_3_f2;cluster_agg_xgboost;0.6116010854816825
bpic2015_3_f2;cluster_laststate_catboost;0.627996381727725
bpic2015_3_f2;cluster_laststate_logit;0.6181215136439016
bpic2015_3_f2;cluster_laststate_rf;0.6423940901552841
bpic2015_3_f2;cluster_laststate_svm;0.4924242424242423
bpic2015_3_f2;cluster_laststate_xgboost;0.6247927031509121
bpic2015_3_f2;prefix_agg_catboost;0.6139755766621438
bpic2015_3_f2;prefix_agg_logit;0.49004975124378103
bpic2015_3_f2;prefix_agg_rf;0.6520051258857229
bpic2015_3_f2;prefix_agg_svm;0.5
bpic2015_3_f2;prefix_agg_xgboost;0.6512513191617669
bpic2015_3_f2;prefix_index_catboost;0.6002562942861451
bpic2015_3_f2;prefix_index_logit;0.5397256143524799
bpic2015_3_f2;prefix_index_rf;0.63116236996834
bpic2015_3_f2;prefix_index_svm;0.5345997286295794
bpic2015_3_f2;prefix_index_xgboost;0.6353083069500981
bpic2015_3_f2;prefix_laststate_catboost;0.6037238052163424
bpic2015_3_f2;prefix_laststate_logit;0.5384441429217548
bpic2015_3_f2;prefix_laststate_rf;0.6318784863560982
bpic2015_3_f2;prefix_laststate_svm;0.5569877883310719
bpic2015_3_f2;prefix_laststate_xgboost;0.6363259460274386
bpic2015_3_f2;single_agg_catboost;0.5966380220111563
bpic2015_3_f2;single_agg_logit;0.4763304688677824
bpic2015_3_f2;single_agg_rf;0.6361374943464495
bpic2015_3_f2;single_agg_svm;0.5
bpic2015_3_f2;single_agg_xgboost;0.6380597014925373
bpic2015_3_f2;single_laststate_catboost;0.6046283732850897
bpic2015_3_f2;single_laststate_logit;0.5361073420774913
bpic2015_3_f2;single_laststate_rf;0.6280717624001206
bpic2015_3_f2;single_laststate_svm;0.5
bpic2015_3_f2;single_laststate_xgboost;0.6268279813055933
bpic2015_3_f2;state_agg_catboost;0.6125433438866273
bpic2015_3_f2;state_agg_logit;0.5758329564299713
bpic2015_3_f2;state_agg_rf;0.6598824061510629
bpic2015_3_f2;state_agg_svm;0.5603799185888738
bpic2015_3_f2;state_agg_xgboost;0.6424317804914821
bpic2015_3_f2;state_laststate_catboost;0.5946027438564752
bpic2015_3_f2;state_laststate_logit;0.6207598371777476
bpic2015_3_f2;state_laststate_rf;0.6502713704206242
bpic2015_3_f2;state_laststate_svm;0.4924242424242423
bpic2015_3_f2;state_laststate_xgboost;0.6504221317654153
bpic2015_4_f2;cluster_agg_catboost;0.6976897689768977
bpic2015_4_f2;cluster_agg_logit;0.6310231023102311
bpic2015_4_f2;cluster_agg_rf;0.73993399339934
bpic2015_4_f2;cluster_agg_svm;0.559075907590759
bpic2015_4_f2;cluster_agg_xgboost;0.6495049504950494
bpic2015_4_f2;cluster_laststate_catboost;0.6699669966996701
bpic2015_4_f2;cluster_laststate_logit;0.6996699669966998
bpic2015_4_f2;cluster_laststate_rf;0.7003300330033003
bpic2015_4_f2;cluster_laststate_svm;0.5782178217821781
bpic2015_4_f2;cluster_laststate_xgboost;0.6745874587458748
bpic2015_4_f2;prefix_agg_catboost;0.6706270627062707
bpic2015_4_f2;prefix_agg_logit;0.6488448844884489
bpic2015_4_f2;prefix_agg_rf;0.7270627062706271
bpic2015_4_f2;prefix_agg_svm;0.5
bpic2015_4_f2;prefix_agg_xgboost;0.6666666666666667
bpic2015_4_f2;prefix_index_catboost;0.7240924092409241
bpic2015_4_f2;prefix_index_logit;0.6963696369636965
bpic2015_4_f2;prefix_index_rf;0.7171617161716172
bpic2015_4_f2;prefix_index_svm;0.5333333333333333
bpic2015_4_f2;prefix_index_xgboost;0.664026402640264
bpic2015_4_f2;prefix_laststate_catboost;0.697029702970297
bpic2015_4_f2;prefix_laststate_logit;0.7161716171617162
bpic2015_4_f2;prefix_laststate_rf;0.7297029702970297
bpic2015_4_f2;prefix_laststate_svm;0.5
