dataset;method;cls;nr_events;metric;score
bpic2017_A;prefix_agg;logit;19;auc;0.9513510652375282
bpic2017_A;prefix_agg;logit;19;prec;0.9190909090909092
bpic2017_A;prefix_agg;logit;19;rec;0.8026994839221914
bpic2017_A;prefix_agg;logit;19;fscore;0.8569612205975843
bpic2017_A;prefix_agg;logit;20;auc;0.9545959658750818
bpic2017_A;prefix_agg;logit;20;prec;0.919730941704036
bpic2017_A;prefix_agg;logit;20;rec;0.8142119888844781
bpic2017_A;prefix_agg;logit;20;fscore;0.8637607917456307
bpic2017_A;prefix_agg;logit;-1;auc;0.8405684349157994
bpic2017_A;prefix_agg;logit;-1;fscore;0.7680761014714866
sepsis_1;cluster_laststate;logit;1;auc;0.5601851851851851
sepsis_1;cluster_laststate;logit;1;prec;0.0
sepsis_1;cluster_laststate;logit;1;rec;0.0
sepsis_1;cluster_laststate;logit;1;fscore;0.0
sepsis_1;cluster_laststate;logit;2;auc;0.5699074074074074
sepsis_1;cluster_laststate;logit;2;prec;0.0
sepsis_1;cluster_laststate;logit;2;rec;0.0
sepsis_1;cluster_laststate;logit;2;fscore;0.0
sepsis_1;cluster_laststate;logit;3;auc;0.5680555555555555
sepsis_1;cluster_laststate;logit;3;prec;0.0
sepsis_1;cluster_laststate;logit;3;rec;0.0
sepsis_1;cluster_laststate;logit;3;fscore;0.0
sepsis_1;cluster_laststate;logit;4;auc;0.5546296296296296
sepsis_1;cluster_laststate;logit;4;prec;0.0
sepsis_1;cluster_laststate;logit;4;rec;0.0
sepsis_1;cluster_laststate;logit;4;fscore;0.0
sepsis_1;cluster_laststate;logit;5;auc;0.5532407407407408
sepsis_1;cluster_laststate;logit;5;prec;0.0
sepsis_1;cluster_laststate;logit;5;rec;0.0
sepsis_1;cluster_laststate;logit;5;fscore;0.0
sepsis_1;cluster_laststate;logit;6;auc;0.5800925925925926
sepsis_1;cluster_laststate;logit;6;prec;0.0
sepsis_1;cluster_laststate;logit;6;rec;0.0
sepsis_1;cluster_laststate;logit;6;fscore;0.0
sepsis_1;cluster_laststate;logit;7;auc;0.6435185185185185
sepsis_1;cluster_laststate;logit;7;prec;0.0
sepsis_1;cluster_laststate;logit;7;rec;0.0
sepsis_1;cluster_laststate;logit;7;fscore;0.0
sepsis_1;cluster_laststate;logit;8;auc;0.6212962962962963
sepsis_1;cluster_laststate;logit;8;prec;0.0
sepsis_1;cluster_laststate;logit;8;rec;0.0
sepsis_1;cluster_laststate;logit;8;fscore;0.0
sepsis_1;cluster_laststate;logit;9;auc;0.618844696969697
sepsis_1;cluster_laststate;logit;9;prec;0.0
sepsis_1;cluster_laststate;logit;9;rec;0.0
sepsis_1;cluster_laststate;logit;9;fscore;0.0
sepsis_1;cluster_laststate;logit;10;auc;0.5322115384615385
sepsis_1;cluster_laststate;logit;10;prec;1.0
sepsis_1;cluster_laststate;logit;10;rec;0.0625
sepsis_1;cluster_laststate;logit;10;fscore;0.1176470588235294
sepsis_1;cluster_laststate;logit;11;auc;0.4681227863046044
sepsis_1;cluster_laststate;logit;11;prec;1.0
sepsis_1;cluster_laststate;logit;11;rec;0.14285714285714285
sepsis_1;cluster_laststate;logit;11;fscore;0.25
sepsis_1;cluster_laststate;logit;12;auc;0.5061162079510704
sepsis_1;cluster_laststate;logit;12;prec;0.0
sepsis_1;cluster_laststate;logit;12;rec;0.0
sepsis_1;cluster_laststate;logit;12;fscore;0.0
sepsis_1;cluster_laststate;logit;13;auc;0.5483870967741935
sepsis_1;cluster_laststate;logit;13;prec;1.0
sepsis_1;cluster_laststate;logit;13;rec;0.1111111111111111
sepsis_1;cluster_laststate;logit;13;fscore;0.2
sepsis_1;cluster_laststate;logit;14;auc;0.6041666666666666
sepsis_1;cluster_laststate;logit;14;prec;1.0
sepsis_1;cluster_laststate;logit;14;rec;0.125
sepsis_1;cluster_laststate;logit;14;fscore;0.2222222222222222
sepsis_1;cluster_laststate;logit;15;auc;0.5923076923076922
sepsis_1;cluster_laststate;logit;15;prec;1.0
sepsis_1;cluster_laststate;logit;15;rec;0.25
sepsis_1;cluster_laststate;logit;15;fscore;0.4
sepsis_1;cluster_laststate;logit;16;auc;0.6375000000000001
sepsis_1;cluster_laststate;logit;16;prec;1.0
sepsis_1;cluster_laststate;logit;16;rec;0.2
sepsis_1;cluster_laststate;logit;16;fscore;0.33333333333333337
sepsis_1;cluster_laststate;logit;17;auc;0.6858974358974359
sepsis_1;cluster_laststate;logit;17;prec;1.0
sepsis_1;cluster_laststate;logit;17;rec;0.25
sepsis_1;cluster_laststate;logit;17;fscore;0.4
sepsis_1;cluster_laststate;logit;18;auc;0.5483870967741935
sepsis_1;cluster_laststate;logit;18;prec;0.0
sepsis_1;cluster_laststate;logit;18;rec;0.0
sepsis_1;cluster_laststate;logit;18;fscore;0.0
sepsis_1;cluster_laststate;logit;19;auc;0.4444444444444444
sepsis_1;cluster_laststate;logit;19;prec;0.0
sepsis_1;cluster_laststate;logit;19;rec;0.0
sepsis_1;cluster_laststate;logit;19;fscore;0.0
sepsis_1;cluster_laststate;logit;20;auc;0.1851851851851852
sepsis_1;cluster_laststate;logit;20;prec;0.0
sepsis_1;cluster_laststate;logit;20;rec;0.0
sepsis_1;cluster_laststate;logit;20;fscore;0.0
sepsis_1;cluster_laststate;logit;21;auc;0.14492753623188406
sepsis_1;cluster_laststate;logit;21;prec;0.0
sepsis_1;cluster_laststate;logit;21;rec;0.0
sepsis_1;cluster_laststate;logit;21;fscore;0.0
sepsis_1;cluster_laststate;logit;22;auc;0.2
sepsis_1;cluster_laststate;logit;22;prec;0.0
sepsis_1;cluster_laststate;logit;22;rec;0.0
sepsis_1;cluster_laststate;logit;22;fscore;0.0
sepsis_1;cluster_laststate;logit;23;auc;0.1176470588235294
sepsis_1;cluster_laststate;logit;23;prec;0.0
sepsis_1;cluster_laststate;logit;23;rec;0.0
sepsis_1;cluster_laststate;logit;23;fscore;0.0
sepsis_1;cluster_laststate;logit;24;auc;0.125
sepsis_1;cluster_laststate;logit;24;prec;0.0
sepsis_1;cluster_laststate;logit;24;rec;0.0
sepsis_1;cluster_laststate;logit;24;fscore;0.0
sepsis_1;cluster_laststate;logit;25;auc;0.11904761904761905
sepsis_1;cluster_laststate;logit;25;prec;0.0
sepsis_1;cluster_laststate;logit;25;rec;0.0
sepsis_1;cluster_laststate;logit;25;fscore;0.0
sepsis_1;cluster_laststate;logit;26;auc;0.1282051282051282
sepsis_1;cluster_laststate;logit;26;prec;0.0
sepsis_1;cluster_laststate;logit;26;rec;0.0
sepsis_1;cluster_laststate;logit;26;fscore;0.0
sepsis_1;cluster_laststate;logit;27;auc;0.0
sepsis_1;cluster_laststate;logit;27;prec;0.0
sepsis_1;cluster_laststate;logit;27;rec;0.0
sepsis_1;cluster_laststate;logit;27;fscore;0.0
sepsis_1;cluster_laststate;logit;28;auc;0.13888888888888887
sepsis_1;cluster_laststate;logit;28;prec;0.0
sepsis_1;cluster_laststate;logit;28;rec;0.0
sepsis_1;cluster_laststate;logit;28;fscore;0.0
sepsis_1;cluster_laststate;logit;29;auc;0.0909090909090909
sepsis_1;cluster_laststate;logit;29;prec;0.0
sepsis_1;cluster_laststate;logit;29;rec;0.0
sepsis_1;cluster_laststate;logit;29;fscore;0.0
sepsis_1;cluster_laststate;logit;30;auc;0.0
sepsis_1;cluster_laststate;logit;30;prec;0.0
sepsis_1;cluster_laststate;logit;30;rec;0.0
sepsis_1;cluster_laststate;logit;30;fscore;0.0
sepsis_1;cluster_laststate;logit;-1;auc;0.4999472780953213
sepsis_1;cluster_laststate;logit;-1;fscore;0.8449448218471112
bpic2015_1;prefix_laststate;xgboost;1;auc;0.5719780219780219
bpic2015_1;prefix_laststate;xgboost;1;prec;0.41935483870967744
bpic2015_1;prefix_laststate;xgboost;1;rec;0.37142857142857133
bpic2015_1;prefix_laststate;xgboost;1;fscore;0.393939393939394
bpic2015_1;prefix_laststate;xgboost;2;auc;0.5442307692307693
bpic2015_1;prefix_laststate;xgboost;2;prec;0.2857142857142857
bpic2015_1;prefix_laststate;xgboost;2;rec;0.057142857142857134
bpic2015_1;prefix_laststate;xgboost;2;fscore;0.09523809523809522
bpic2015_1;prefix_laststate;xgboost;3;auc;0.5499999999999999
bpic2015_1;prefix_laststate;xgboost;3;prec;0.5714285714285714
bpic2015_1;prefix_laststate;xgboost;3;rec;0.11428571428571427
bpic2015_1;prefix_laststate;xgboost;3;fscore;0.19047619047619044
bpic2015_1;prefix_laststate;xgboost;4;auc;0.5407925407925408
bpic2015_1;prefix_laststate;xgboost;4;prec;0.2
bpic2015_1;prefix_laststate;xgboost;4;rec;0.060606060606060615
bpic2015_1;prefix_laststate;xgboost;4;fscore;0.0930232558139535
bpic2015_1;prefix_laststate;xgboost;5;auc;0.5352564102564102
bpic2015_1;prefix_laststate;xgboost;5;prec;0.4166666666666667
bpic2015_1;prefix_laststate;xgboost;5;rec;0.15151515151515152
bpic2015_1;prefix_laststate;xgboost;5;fscore;0.2222222222222222
bpic2015_1;prefix_laststate;xgboost;6;auc;0.6334498834498834
bpic2015_1;prefix_laststate;xgboost;6;prec;0.4
bpic2015_1;prefix_laststate;xgboost;6;rec;0.42424242424242425
bpic2015_1;prefix_laststate;xgboost;6;fscore;0.411764705882353
bpic2015_1;prefix_laststate;xgboost;7;auc;0.5626456876456877
bpic2015_1;prefix_laststate;xgboost;7;prec;0.3333333333333333
bpic2015_1;prefix_laststate;xgboost;7;rec;0.3939393939393939
bpic2015_1;prefix_laststate;xgboost;7;fscore;0.3611111111111111
bpic2015_1;prefix_laststate;xgboost;8;auc;0.5442890442890442
bpic2015_1;prefix_laststate;xgboost;8;prec;0.2903225806451613
bpic2015_1;prefix_laststate;xgboost;8;rec;0.2727272727272727
bpic2015_1;prefix_laststate;xgboost;8;fscore;0.28125
bpic2015_1;prefix_laststate;xgboost;9;auc;0.5276806526806527
bpic2015_1;prefix_laststate;xgboost;9;prec;0.2926829268292683
bpic2015_1;prefix_laststate;xgboost;9;rec;0.3636363636363637
bpic2015_1;prefix_laststate;xgboost;9;fscore;0.32432432432432434
bpic2015_1;prefix_laststate;xgboost;10;auc;0.6754927919976464
bpic2015_1;prefix_laststate;xgboost;10;prec;0.5
bpic2015_1;prefix_laststate;xgboost;10;rec;0.030303030303030307
bpic2015_1;prefix_laststate;xgboost;10;fscore;0.05714285714285715
bpic2015_1;prefix_laststate;xgboost;11;auc;0.5864527629233511
bpic2015_1;prefix_laststate;xgboost;11;prec;0.4
bpic2015_1;prefix_laststate;xgboost;11;rec;0.18181818181818185
bpic2015_1;prefix_laststate;xgboost;11;fscore;0.2500000000000001
bpic2015_1;prefix_laststate;xgboost;12;auc;0.4775757575757576
bpic2015_1;prefix_laststate;xgboost;12;prec;0.26666666666666666
bpic2015_1;prefix_laststate;xgboost;12;rec;0.12121212121212123
bpic2015_1;prefix_laststate;xgboost;12;fscore;0.16666666666666666
bpic2015_1;prefix_laststate;xgboost;13;auc;0.5367965367965368
bpic2015_1;prefix_laststate;xgboost;13;prec;0.3333333333333333
bpic2015_1;prefix_laststate;xgboost;13;rec;0.21212121212121213
bpic2015_1;prefix_laststate;xgboost;13;fscore;0.25925925925925924
bpic2015_1;prefix_laststate;xgboost;14;auc;0.7168458781362007
bpic2015_1;prefix_laststate;xgboost;14;prec;0.5
bpic2015_1;prefix_laststate;xgboost;14;rec;0.24242424242424246
bpic2015_1;prefix_laststate;xgboost;14;fscore;0.326530612244898
bpic2015_1;prefix_laststate;xgboost;15;auc;0.6505270092226614
bpic2015_1;prefix_laststate;xgboost;15;prec;0.4615384615384616
bpic2015_1;prefix_laststate;xgboost;15;rec;0.3636363636363637
bpic2015_1;prefix_laststate;xgboost;15;fscore;0.4067796610169492
bpic2015_1;prefix_laststate;xgboost;16;auc;0.7432567432567433
bpic2015_1;prefix_laststate;xgboost;16;prec;0.5555555555555556
bpic2015_1;prefix_laststate;xgboost;16;rec;0.15151515151515152
bpic2015_1;prefix_laststate;xgboost;16;fscore;0.2380952380952381
bpic2015_1;prefix_laststate;xgboost;17;auc;0.5627705627705628
bpic2015_1;prefix_laststate;xgboost;17;prec;0.5
bpic2015_1;prefix_laststate;xgboost;17;rec;0.09090909090909093
bpic2015_1;prefix_laststate;xgboost;17;fscore;0.15384615384615385
bpic2015_1;prefix_laststate;xgboost;18;auc;0.6800964187327825
bpic2015_1;prefix_laststate;xgboost;18;prec;0.4736842105263158
bpic2015_1;prefix_laststate;xgboost;18;rec;0.2727272727272727
bpic2015_1;prefix_laststate;xgboost;18;fscore;0.3461538461538461
bpic2015_1;prefix_laststate;xgboost;19;auc;0.7007575757575758
bpic2015_1;prefix_laststate;xgboost;19;prec;0.5333333333333333
bpic2015_1;prefix_laststate;xgboost;19;rec;0.4848484848484849
bpic2015_1;prefix_laststate;xgboost;19;fscore;0.507936507936508
bpic2015_1;prefix_laststate;xgboost;20;auc;0.8214798850574712
bpic2015_1;prefix_laststate;xgboost;20;prec;0.6923076923076923
bpic2015_1;prefix_laststate;xgboost;20;rec;0.28125
bpic2015_1;prefix_laststate;xgboost;20;fscore;0.4
bpic2015_1;prefix_laststate;xgboost;21;auc;0.7065373563218391
bpic2015_1;prefix_laststate;xgboost;21;prec;0.631578947368421
bpic2015_1;prefix_laststate;xgboost;21;rec;0.375
bpic2015_1;prefix_laststate;xgboost;21;fscore;0.4705882352941176
bpic2015_1;prefix_laststate;xgboost;22;auc;0.8538074712643678
bpic2015_1;prefix_laststate;xgboost;22;prec;0.6666666666666666
bpic2015_1;prefix_laststate;xgboost;22;rec;0.8125
bpic2015_1;prefix_laststate;xgboost;22;fscore;0.7323943661971831
bpic2015_1;prefix_laststate;xgboost;23;auc;0.7130028735632185
bpic2015_1;prefix_laststate;xgboost;23;prec;0.4545454545454545
bpic2015_1;prefix_laststate;xgboost;23;rec;0.15625
bpic2015_1;prefix_laststate;xgboost;23;fscore;0.2325581395348837
bpic2015_1;prefix_laststate;xgboost;24;auc;0.8480603448275862
bpic2015_1;prefix_laststate;xgboost;24;prec;0.5555555555555556
bpic2015_1;prefix_laststate;xgboost;24;rec;0.78125
bpic2015_1;prefix_laststate;xgboost;24;fscore;0.6493506493506493
bpic2015_1;prefix_laststate;xgboost;25;auc;0.8358477011494253
bpic2015_1;prefix_laststate;xgboost;25;prec;0.6521739130434783
bpic2015_1;prefix_laststate;xgboost;25;rec;0.46875
bpic2015_1;prefix_laststate;xgboost;25;fscore;0.5454545454545454
bpic2015_1;prefix_laststate;xgboost;26;auc;0.8514628657164292
bpic2015_1;prefix_laststate;xgboost;26;prec;0.65
bpic2015_1;prefix_laststate;xgboost;26;rec;0.41935483870967744
bpic2015_1;prefix_laststate;xgboost;26;fscore;0.5098039215686274
bpic2015_1;prefix_laststate;xgboost;27;auc;0.8717357910906298
bpic2015_1;prefix_laststate;xgboost;27;prec;0.8333333333333334
bpic2015_1;prefix_laststate;xgboost;27;rec;0.16129032258064516
bpic2015_1;prefix_laststate;xgboost;27;fscore;0.27027027027027023
bpic2015_1;prefix_laststate;xgboost;28;auc;0.9129420909444228
bpic2015_1;prefix_laststate;xgboost;28;prec;0.8571428571428571
bpic2015_1;prefix_laststate;xgboost;28;rec;0.3870967741935484
bpic2015_1;prefix_laststate;xgboost;28;fscore;0.5333333333333333
bpic2015_1;prefix_laststate;xgboost;29;auc;0.8993392926544889
bpic2015_1;prefix_laststate;xgboost;29;prec;0.7407407407407407
bpic2015_1;prefix_laststate;xgboost;29;rec;0.6451612903225806
bpic2015_1;prefix_laststate;xgboost;29;fscore;0.6896551724137929
bpic2015_1;prefix_laststate;xgboost;30;auc;0.8861251457442674
bpic2015_1;prefix_laststate;xgboost;30;prec;0.6666666666666666
bpic2015_1;prefix_laststate;xgboost;30;rec;0.7741935483870968
bpic2015_1;prefix_laststate;xgboost;30;fscore;0.7164179104477612
bpic2015_1;prefix_laststate;xgboost;31;auc;0.8867033831628639
bpic2015_1;prefix_laststate;xgboost;31;prec;0.7241379310344828
bpic2015_1;prefix_laststate;xgboost;31;rec;0.6774193548387096
bpic2015_1;prefix_laststate;xgboost;31;fscore;0.7
bpic2015_1;prefix_laststate;xgboost;32;auc;0.8665322580645161
bpic2015_1;prefix_laststate;xgboost;32;prec;0.5666666666666667
bpic2015_1;prefix_laststate;xgboost;32;rec;0.5483870967741935
bpic2015_1;prefix_laststate;xgboost;32;fscore;0.5573770491803278
bpic2015_1;prefix_laststate;xgboost;33;auc;0.8813852813852814
bpic2015_1;prefix_laststate;xgboost;33;prec;0.6538461538461539
bpic2015_1;prefix_laststate;xgboost;33;rec;0.5666666666666667
bpic2015_1;prefix_laststate;xgboost;33;fscore;0.6071428571428571
bpic2015_1;prefix_laststate;xgboost;34;auc;0.8279220779220781
bpic2015_1;prefix_laststate;xgboost;34;prec;0.8333333333333334
bpic2015_1;prefix_laststate;xgboost;34;rec;0.35714285714285715
bpic2015_1;prefix_laststate;xgboost;34;fscore;0.5
bpic2015_1;prefix_laststate;xgboost;35;auc;0.8937621832358673
bpic2015_1;prefix_laststate;xgboost;35;prec;0.6923076923076923
bpic2015_1;prefix_laststate;xgboost;35;rec;0.6666666666666666
bpic2015_1;prefix_laststate;xgboost;35;fscore;0.6792452830188679
bpic2015_1;prefix_laststate;xgboost;36;auc;0.9073886639676112
bpic2015_1;prefix_laststate;xgboost;36;prec;0.7894736842105263
bpic2015_1;prefix_laststate;xgboost;36;rec;0.5769230769230769
bpic2015_1;prefix_laststate;xgboost;36;fscore;0.6666666666666666
bpic2015_1;prefix_laststate;xgboost;37;auc;0.88
bpic2015_1;prefix_laststate;xgboost;37;prec;0.5769230769230769
bpic2015_1;prefix_laststate;xgboost;37;rec;0.6
bpic2015_1;prefix_laststate;xgboost;37;fscore;0.5882352941176471
bpic2015_1;prefix_laststate;xgboost;38;auc;0.8288888888888891
bpic2015_1;prefix_laststate;xgboost;38;prec;0.5454545454545454
bpic2015_1;prefix_laststate;xgboost;38;rec;0.5
bpic2015_1;prefix_laststate;xgboost;38;fscore;0.5217391304347826
bpic2015_1;prefix_laststate;xgboost;39;auc;0.9501449275362318
bpic2015_1;prefix_laststate;xgboost;39;prec;0.8181818181818182
bpic2015_1;prefix_laststate;xgboost;39;rec;0.7826086956521741
bpic2015_1;prefix_laststate;xgboost;39;fscore;0.8
bpic2015_1;prefix_laststate;xgboost;40;auc;0.9002898550724637
bpic2015_1;prefix_laststate;xgboost;40;prec;0.8888888888888888
bpic2015_1;prefix_laststate;xgboost;40;rec;0.3478260869565217
bpic2015_1;prefix_laststate;xgboost;40;fscore;0.5
bpic2015_1;prefix_laststate;xgboost;-1;auc;0.7119483601379133
bpic2015_1;prefix_laststate;xgboost;-1;fscore;0.7414656894688488
sepsis_2;cluster_agg;catboost;1;auc;0.5
sepsis_2;cluster_agg;catboost;1;prec;0.0
sepsis_2;cluster_agg;catboost;1;rec;0.0
sepsis_2;cluster_agg;catboost;1;fscore;0.0
sepsis_2;cluster_agg;catboost;-1;auc;0.5
sepsis_2;cluster_agg;catboost;-1;fscore;0.6428571428571428
bpic2017_C;prefix_index;svm;1;auc;0.9652428139828976
bpic2017_C;prefix_index;svm;1;prec;0.0
bpic2017_C;prefix_index;svm;1;rec;0.0
bpic2017_C;prefix_index;svm;1;fscore;0.0
bpic2017_C;prefix_index;svm;-1;auc;0.9652428139828976
bpic2017_C;prefix_index;svm;-1;fscore;0.0
bpic2012_A;cluster_agg;logit;1;auc;0.7480142264374631
bpic2012_A;cluster_agg;logit;1;prec;0.7415329768270945
bpic2012_A;cluster_agg;logit;1;rec;0.8630705394190872
bpic2012_A;cluster_agg;logit;1;fscore;0.797698945349952
bpic2012_A;cluster_agg;logit;2;auc;0.7477862386576078
bpic2012_A;cluster_agg;logit;2;prec;0.7424511545293073
bpic2012_A;cluster_agg;logit;2;rec;0.8672199170124482
bpic2012_A;cluster_agg;logit;2;fscore;0.8
bpic2012_A;cluster_agg;logit;3;auc;0.7475217728329762
bpic2012_A;cluster_agg;logit;3;prec;0.7420494699646644
bpic2012_A;cluster_agg;logit;3;rec;0.8713692946058091
bpic2012_A;cluster_agg;logit;3;fscore;0.8015267175572519
bpic2012_A;cluster_agg;logit;4;auc;0.7489216178012859
bpic2012_A;cluster_agg;logit;4;prec;0.7425044091710759
bpic2012_A;cluster_agg;logit;4;rec;0.8734439834024896
bpic2012_A;cluster_agg;logit;4;fscore;0.8026692087702573
bpic2012_A;cluster_agg;logit;5;auc;0.7567370388947152
bpic2012_A;cluster_agg;logit;5;prec;0.7417102966841187
bpic2012_A;cluster_agg;logit;5;rec;0.8817427385892116
bpic2012_A;cluster_agg;logit;5;fscore;0.8056872037914693
bpic2012_A;cluster_agg;logit;6;auc;0.7582098399525785
bpic2012_A;cluster_agg;logit;6;prec;0.7413194444444444
bpic2012_A;cluster_agg;logit;6;rec;0.8858921161825726
bpic2012_A;cluster_agg;logit;6;fscore;0.8071833648393194
bpic2012_A;cluster_agg;logit;7;auc;0.7593862568966303
bpic2012_A;cluster_agg;logit;7;prec;0.7417677642980935
bpic2012_A;cluster_agg;logit;7;rec;0.8879668049792531
bpic2012_A;cluster_agg;logit;7;fscore;0.8083097261567516
bpic2012_A;cluster_agg;logit;8;auc;0.7605945921298618
bpic2012_A;cluster_agg;logit;8;prec;0.740484429065744
bpic2012_A;cluster_agg;logit;8;rec;0.8879668049792531
bpic2012_A;cluster_agg;logit;8;fscore;0.8075471698113208
bpic2012_A;cluster_agg;logit;9;auc;0.7612329579134559
bpic2012_A;cluster_agg;logit;9;prec;0.7409326424870466
bpic2012_A;cluster_agg;logit;9;rec;0.8900414937759336
bpic2012_A;cluster_agg;logit;9;fscore;0.8086710650329878
bpic2012_A;cluster_agg;logit;10;auc;0.7628015138388584
bpic2012_A;cluster_agg;logit;10;prec;0.7401032702237521
bpic2012_A;cluster_agg;logit;10;rec;0.8921161825726142
bpic2012_A;cluster_agg;logit;10;fscore;0.8090310442144873
bpic2012_A;cluster_agg;logit;11;auc;0.7634535588892436
bpic2012_A;cluster_agg;logit;11;prec;0.7401032702237521
bpic2012_A;cluster_agg;logit;11;rec;0.8921161825726142
bpic2012_A;cluster_agg;logit;11;fscore;0.8090310442144873
bpic2012_A;cluster_agg;logit;12;auc;0.7630340613743105
bpic2012_A;cluster_agg;logit;12;prec;0.7396551724137931
bpic2012_A;cluster_agg;logit;12;rec;0.8900414937759336
bpic2012_A;cluster_agg;logit;12;fscore;0.807909604519774
bpic2012_A;cluster_agg;logit;13;auc;0.7641329624732114
bpic2012_A;cluster_agg;logit;13;prec;0.7417677642980935
bpic2012_A;cluster_agg;logit;13;rec;0.8879668049792531
bpic2012_A;cluster_agg;logit;13;fscore;0.8083097261567516
bpic2012_A;cluster_agg;logit;14;auc;0.7656148830422691
bpic2012_A;cluster_agg;logit;14;prec;0.7417677642980935
bpic2012_A;cluster_agg;logit;14;rec;0.8879668049792531
bpic2012_A;cluster_agg;logit;14;fscore;0.8083097261567516
bpic2012_A;cluster_agg;logit;15;auc;0.7698691350143633
bpic2012_A;cluster_agg;logit;15;prec;0.7417677642980935
bpic2012_A;cluster_agg;logit;15;rec;0.8879668049792531
bpic2012_A;cluster_agg;logit;15;fscore;0.8083097261567516
bpic2012_A;cluster_agg;logit;16;auc;0.7555287036614838
bpic2012_A;cluster_agg;logit;16;prec;0.7417677642980935
bpic2012_A;cluster_agg;logit;16;rec;0.8879668049792531
bpic2012_A;cluster_agg;logit;16;fscore;0.8083097261567516
bpic2012_A;cluster_agg;logit;17;auc;0.7713539973612253
bpic2012_A;cluster_agg;logit;17;prec;0.7426086956521739
bpic2012_A;cluster_agg;logit;17;rec;0.8858921161825726
bpic2012_A;cluster_agg;logit;17;fscore;0.8079470198675497
bpic2012_A;cluster_agg;logit;18;auc;0.7757994499439402
bpic2012_A;cluster_agg;logit;18;prec;0.7434554973821992
bpic2012_A;cluster_agg;logit;18;rec;0.8838174273858921
bpic2012_A;cluster_agg;logit;18;fscore;0.8075829383886255
bpic2012_A;cluster_agg;logit;19;auc;0.7720741888716692
bpic2012_A;cluster_agg;logit;19;prec;0.7438596491228069
bpic2012_A;cluster_agg;logit;19;rec;0.8796680497925311
bpic2012_A;cluster_agg;logit;19;fscore;0.8060836501901141
bpic2012_A;cluster_agg;logit;20;auc;0.7761646890980881
bpic2012_A;cluster_agg;logit;20;prec;0.7460595446584939
bpic2012_A;cluster_agg;logit;20;rec;0.8838174273858921
bpic2012_A;cluster_agg;logit;20;fscore;0.8091168091168092
bpic2012_A;cluster_agg;logit;21;auc;0.7756144270667092
bpic2012_A;cluster_agg;logit;21;prec;0.7531083481349912
bpic2012_A;cluster_agg;logit;21;rec;0.8796680497925311
bpic2012_A;cluster_agg;logit;21;fscore;0.8114832535885167
bpic2012_A;cluster_agg;logit;22;auc;0.7804197171471401
bpic2012_A;cluster_agg;logit;22;prec;0.7531083481349912
bpic2012_A;cluster_agg;logit;22;rec;0.8796680497925311
bpic2012_A;cluster_agg;logit;22;fscore;0.8114832535885167
bpic2012_A;cluster_agg;logit;23;auc;0.7965095634883061
bpic2012_A;cluster_agg;logit;23;prec;0.7587476979742173
bpic2012_A;cluster_agg;logit;23;rec;0.8728813559322034
bpic2012_A;cluster_agg;logit;23;fscore;0.8118226600985221
bpic2012_A;cluster_agg;logit;24;auc;0.7990075825156111
bpic2012_A;cluster_agg;logit;24;prec;0.7615526802218114
bpic2012_A;cluster_agg;logit;24;rec;0.8728813559322034
bpic2012_A;cluster_agg;logit;24;fscore;0.8134254689042447
bpic2012_A;cluster_agg;logit;25;auc;0.8038720829732067
bpic2012_A;cluster_agg;logit;25;prec;0.7649402390438247
bpic2012_A;cluster_agg;logit;25;rec;0.8629213483146068
bpic2012_A;cluster_agg;logit;25;fscore;0.8109820485744457
bpic2012_A;cluster_agg;logit;26;auc;0.7989000582750583
bpic2012_A;cluster_agg;logit;26;prec;0.7655310621242485
bpic2012_A;cluster_agg;logit;26;rec;0.8681818181818182
bpic2012_A;cluster_agg;logit;26;fscore;0.8136315228966986
bpic2012_A;cluster_agg;logit;27;auc;0.7967837103025395
bpic2012_A;cluster_agg;logit;27;prec;0.7563559322033898
bpic2012_A;cluster_agg;logit;27;rec;0.8644067796610171
bpic2012_A;cluster_agg;logit;27;fscore;0.8067796610169492
bpic2012_A;cluster_agg;logit;28;auc;0.7945151068468485
bpic2012_A;cluster_agg;logit;28;prec;0.7580299785867237
bpic2012_A;cluster_agg;logit;28;rec;0.8655256723716381
bpic2012_A;cluster_agg;logit;28;fscore;0.8082191780821917
bpic2012_A;cluster_agg;logit;29;auc;0.7984334731416444
bpic2012_A;cluster_agg;logit;29;prec;0.7637614678899083
bpic2012_A;cluster_agg;logit;29;rec;0.8649350649350649
bpic2012_A;cluster_agg;logit;29;fscore;0.8112058465286236
bpic2012_A;cluster_agg;logit;30;auc;0.8058075019103624
bpic2012_A;cluster_agg;logit;30;prec;0.7744186046511627
bpic2012_A;cluster_agg;logit;30;rec;0.8740157480314961
bpic2012_A;cluster_agg;logit;30;fscore;0.8212083847102343
bpic2012_A;cluster_agg;logit;31;auc;0.8036476812947401
bpic2012_A;cluster_agg;logit;31;prec;0.7744360902255639
bpic2012_A;cluster_agg;logit;31;rec;0.8655462184873951
bpic2012_A;cluster_agg;logit;31;fscore;0.8174603174603174
bpic2012_A;cluster_agg;logit;32;auc;0.8014205768402927
bpic2012_A;cluster_agg;logit;32;prec;0.7879581151832461
bpic2012_A;cluster_agg;logit;32;rec;0.8724637681159421
bpic2012_A;cluster_agg;logit;32;fscore;0.8280605226960109
bpic2012_A;cluster_agg;logit;33;auc;0.7973586046980543
bpic2012_A;cluster_agg;logit;33;prec;0.7966573816155988
bpic2012_A;cluster_agg;logit;33;rec;0.8746177370030581
